#,Ítem,Nick,Ciudad / Región,Restricciones en el envío
888,Star Wars: The Card Game - Edición FFG. Sólo abierto y jugado una partida.,suguru or JokerLAn,,"KIALA o PuntoPack, aunque si no hay punto kiala, como sucede con la gente de las Islas Canarias, pues sin problema para Correos."
889,PACK: ANR Android: Netrunner + Android: Netrunner – True Colors (Lote compuesto por todas las Identidades tanto del Runner como Corp. de la Caja Básica en Castellano y todas las cartas x3 para mazos de iniciación + Data Pack: True Colors Precintado.),suguru or JokerLAn,,"KIALA o PuntoPack, aunque si no hay punto kiala, como sucede con la gente de las Islas Canarias, pues sin problema para Correos."
890,PACK: DOMINACION Illuminati: Crime Lords + Illuminati: New World Order (Sólo Abierto.),suguru or JokerLAn,,"KIALA o PuntoPack, aunque si no hay punto kiala, como sucede con la gente de las Islas Canarias, pues sin problema para Correos."
891,"PACK: DOOM+EXP Doom: The Boardgame + Doom: The Boardgame Expansion Set (DOOM en Castellano + Doom: EXPANSION en Inglés, nunca se editó aquí. Ambas cajas completas y en buen estado, al igual que los componentes que están en bolsitas.)",suguru or JokerLAn,,"KIALA o PuntoPack, aunque si no hay punto kiala, como sucede con la gente de las Islas Canarias, pues sin problema para Correos."
892,"PACK: GT Galaxy Trucker + Galaxy Trucker: The Big Expansion (Galaxy Trucker + The Big Expansion. Idependiente del Idioma, todo el caja del Galaxy Trucker y con los manuales de ambos juegos impresos a todo color en Castellano de la edición de Homolúdicus)",suguru or JokerLAn,,"KIALA o PuntoPack, aunque si no hay punto kiala, como sucede con la gente de las Islas Canarias, pues sin problema para Correos."
893,PACK: MINI Mix Fix (Sólo abierto. Perfecto Estado.) + Ubongo Mini (De Homolúdicus. Precintado),suguru or JokerLAn,,"KIALA o PuntoPack, aunque si no hay punto kiala, como sucede con la gente de las Islas Canarias, pues sin problema para Correos."
894,PACK: Netrunner Netrunner + Netrunner: Proteus (Lote cartas Netrunner CCG básico y de la buscada Expansión Proteus. Perfecto estado sólo abiertos los sobres.),suguru or JokerLAn,,"KIALA o PuntoPack, aunque si no hay punto kiala, como sucede con la gente de las Islas Canarias, pues sin problema para Correos."
895,"PACK: PROMOS A:NR Promos y Versiones Alternativas para el Android Netrunner LCG + Caja Archivadora Promo, sin montar siquiera. Perfecto estado.",suguru or JokerLAn,,"KIALA o PuntoPack, aunque si no hay punto kiala, como sucede con la gente de las Islas Canarias, pues sin problema para Correos."
896,PACK: PROMOS MDM Personajes Promo y Cartas de Acción para el Marvel Dice Masters. Nuevas y en Perfecto estado.,suguru or JokerLAn,,"KIALA o PuntoPack, aunque si no hay punto kiala, como sucede con la gente de las Islas Canarias, pues sin problema para Correos."
897,Cuba Libre - 1 partida - Como nuevo,lostrikis,Madrid Sur,prefiere kiala
898,D-Day Dice - Varias partidas - En perfectas condiciones,lostrikis,Madrid Sur,prefiere kiala
899,Funkenschlag: Fabrikmanager - Alemán - Independiente - Una loseta está un poco mal destroquelada por detrás pero siempre están visibles por lo que no es problema,lostrikis,Madrid Sur,prefiere kiala
900,Ground Floor - 1 partida - Como nuevo,lostrikis,Madrid Sur,prefiere kiala
901,Seenot im Rettungsboot - 1 partida - Como nuevo,lostrikis,Madrid Sur,prefiere kiala
902,Thunder Alley - 4 partidas - Bandeja GMT con los tokens - Alguno de los circuitos ni usado,lostrikis,Madrid Sur,prefiere kiala
903,World of Warcraft: Juego de Aventuras - 3 partidas - Como nuevo,lostrikis,Madrid Sur,prefiere kiala
904,PACK: AEG Cheaty Mages (3 partidas) + Mai-Star (Sólo abierto) + Sail to India (1 partida) - Todos en perfecto estado,lostrikis,Madrid Sur,prefiere kiala
905,1775: La Guerra de la Independencia de los Estados Unidos - Como nuevo. Cartas enfundadas.,alparcero,Zaragoza,kiala
906,Bora Bora - Como nuevo. Sólo destroquelado. Añado reglamento en castellano.,alparcero,Zaragoza,kiala
907,Change Horses - Como nuevo. Añado reglamento en castellano. Cartas de personaje enfundadas.,alparcero,Zaragoza,kiala
908,Colonialism - Nuevo. Sin desprecintar.,alparcero,Zaragoza,kiala
909,De Vulgari Eloquentia - Nuevo. Sólo destroquelado.,alparcero,Zaragoza,kiala
910,Dungeon Fighter - Como nuevo. Añado reglamento en castellano.,alparcero,Zaragoza,kiala
911,Rampage - Como nuevo. Añado reglamento en castellano. Cartas enfundadas.,alparcero,Zaragoza,kiala
912,Ticket to Ride: Märklin - 3 partidas. Muy buen estado. Añado reglamento en castellano.,alparcero,Zaragoza,kiala
913,PACK: PACK1 Condottiere (Nuevo. Sólo desprecintado. ) + Dungeon Raiders (Como nuevo. Cartas enfundadas.) + Guerra Fría: CIA vs KGB (Como nuevo. Sin uso.) +The Boss (Muy buen estado. Añado reglamento en castellano.),alparcero,Zaragoza,kiala
914,"Khronos (ed. en castellano como nuevo, 0 partidas)",Ryushi,,
915,"Pack Party: Beer & Pretzels (ed. multilenguaje, solo desprecintado) + Black Stories (ed. de tablero en español, 0 partidas, solo desprecintado)",Ryushi,,
916,"Pack 2 jugadores: Cold War: CIA vs KGB (ed. en inglés, me llegó por un intercambio, trae reglas en español, en perfecto estado) + Dungeon Twister: The Card Game (sólo desprecintado, ed. en inglés) + Famiglia (ed. en español, como nuevo) + JAB: Realtime Boxing (2ª mano, 2 partidas, como nuevo)",Ryushi,,
917,"Pack 3: Garçon (2ª mano, como nuevo, 0 partidas) + Pergamemnon (ed. inglés, incluye expansión, sólo desprecintado) + Sole Mio (2ª mano, como nuevo, 0 partidas)",Ryushi,,
918,"Equipo Skavens de Blood Bowl GW (Rata Ogro, Estrella Poison Blade, Gutter Runner, Storm Vermin 1, Storm Vermin 2, dos Líneas y Rata especial mutada con tentáculos, ver foto. + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
919,"1936: Guerra Civil - Buen estado, 2 partidas + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
920,"Through the Ages: Historia de las Civilizaciones - Buen estado, con las cartas promos, versión en castellano + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
921,"Race for the Galaxy ( Buen estado, edición en inglés con reglas en castellano) + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
922,"PACK: P1 Mare Nostrum (Buen estado con reglas en español) + Mare Nostrum: Extension Mythologique (Sin desprecintar) + Mesopotamien (Buen estado con reglas en español) + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
923,"PACK: P2 Euphrat & Tigris (Edición alemana, buen estado con reglas en español a color) + Go West! (Buen estado con reglas en español) + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
924,"PACK: P3 Neuland (Buen estado con reglas en español) + Niagara (Buen estado, con reglas en español) + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
925,"PACK: P4 Perikles (Buen estado) + Union Pacific (Buen estado con reglas en español) + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
926,"PACK: P5 Mystery Rummy: Jack el Destripador (Buen estado 1/2 partida edición en castellano) + Neuroshima Hex! (Homoludicus, buen estado) + Onirim (Buen estado, con 9 cartas más de la expansión) + Juego regalo, entrega en mano Madrid y kiala fuera. + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
927,"PACK: P6 Alta Tensión: Director de Fábrica (Buen estado, 1 partida, edición en castellano) + Los colonos de Catán: El juego de cartas (Buen estado, devir) + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
928,"PACK: P7 Il Principe (Sin desprecintar) + Il Vecchio (Sin desprecintar) + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
929,"PACK: P8 Emerald (Buen estado con reglas en español) + Medina (Buen estado, con reglas en español) + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
930,"PACK: P9 Moto Grand Prix (Buen estado, edición en español) + Señor de los Anillos (Devir, caja desgastada en las esquinas, envío foto si es necesario, componentes en perfecto estado) + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
931,"PACK: P10  Sankt Petersburg (Buen estado, edición alemana con reglas en español) + Expansión Sankt Petersburg: In bester Gesellschaft – Das Bankett (Buen estado, edición alemana con reglas en español, sin caja, incluido en la caja del juego base) + Juego regalo, entrega en mano Madrid y kiala fuera.",Ksuco,Madrid,kiala
932,PACK : Justinian (Edicion Alemana con reglas en Castellano. Como nuevo) + Monopoly Deal Pocket (Nuevo sin abrir),ispero,León,"Kiala, aunque si no hay punto envio por Correos"
933,"Dominant Species - caja algo desgastada del roce, componentes en buen estado.Por razones de trabajo estoy fuera de mi domicilio habitual, lo que podría retrasar semanas la entrega de juegos. Envío por Kiala entrega en mano en Madrid y Don Benito (Badajoz)",Kveld,Madrid y Don Benito,kiala
934,"Fuga de Colditz - 4 o 5 partidas, en buen estado. el inserto interior esta algo aplastado.Por razones de trabajo estoy fuera de mi domicilio habitual, lo que podría retrasar semanas la entrega de juegos. Envío por Kiala entrega en mano en Madrid y Don Benito (Badajoz).",Kveld,Madrid y Don Benito,kiala
935,"MindTrap - sin jugar, componentes como nuevos y completos, caja desgastaa por almacenaje. Por razones de trabajo estoy fuera de mi domicilio habitual, lo que podría retrasar semanas la entrega de juegos. Envío por Kiala entrega en mano en Madrid y Don Benito (Badajoz)",Kveld,Madrid y Don Benito,kiala
936,"Pax Porfiriana - cinco partidas, en buen estado. Por razones de trabajo estoy fuera de mi domicilio habitual, lo que podría retrasar semanas la entrega de juegos. Envío por Kiala entrega en mano en Madrid y Don Benito (Badajoz)",Kveld,Madrid y Don Benito,kiala
937,"¡Pánico en Wall Street! - sin partidas a estrenar, como nuevo. Por razones de trabajo estoy fuera de mi domicilio habitual, lo que podría retrasar semanas la entrega de juegos. Envío por Kiala entrega en mano en Madrid y Don Benito (Badajoz)",Kveld,Madrid y Don Benito,kiala
938,"PACK: pack1 Adios Amigos unas cuantas partidas, en buen estado. + Bru-ha-ha (un par de partidas, en buen estado. + De Legendes van Camelot (sin jugar, como nuevo excepto caja con algún pequeño bollo. edición en holandes. + Tip Top Clap (juego de cartas infantil de memoria similar al ""Simon"" (repetir secuencias"". en buen estado. + Érase Una Vez (Un par de partidas, como nuevo. Es la versión de caja pequeña.Por razones de trabajo estoy fuera de mi domicilio habitual, lo que podría retrasar semanas la entrega de juegos. Envío por Kiala entrega en mano en Madrid y Don Benito (Badajoz))",Kveld,Madrid y Don Benito,kiala
939,"PACK: pack2 Dungeon Raiders (unas cuantas partidas, cartas enfundadas, en buen estado. + Los Hombres Lobo de Castronegro (un par de partidas, en buen estado, caja rozada por transporte. algunas cartas tienen las pegatinas de la expansión pegadas. + Los Hombres Lobo de Castronegro: Luna Nueva (un par de partidas, en buen estado, caja rozada por transporte. algunas de las pegatinas de la expansión ya estan pegadas en las cartas. + Saboteur (un par de partidas, cartas en buen estado, caja algo perjudicada por el paso del tiempo (raja en una esquina). Por razones de trabajo estoy fuera de mi domicilio habitual, lo que podría retrasar semanas la entrega de juegos. Envío por Kiala, entrega en mano en Madrid y Don Benito (Badajoz))",Kveld,Madrid y Don Benito,kiala
940,"Android: Netrunner – Creación y Control - Perfecto estado, 2 partidas y enfundado",Targess,Sevilla,kiala / Mensajero
941,"Briefcase - 1 partida, esquinas caja algo desgastadas por el tiempo, Incluye reglas en español",Targess,Sevilla,kiala / Mensajero
942,"Game of Thrones: The Card Game - 1 partida, esquinas caja algo desgastadas por el tiempo",Targess,Sevilla,kiala / Mensajero
943,Imperial Settlers - 3 partidas,Targess,Sevilla,kiala / Mensajero
944,"PACK: minipack Glen More (Incluye reglas en español, tarjetas traducidas con minipegatinas, se pueden quitar fácilmente) + Limes (Como nuevo)",Targess,Sevilla,kiala / Mensajero
945,21 Motines - Autoedicion nº31. 2 partidas. Buen estado. La goma de la carpeta de proyectos ya no es elástica.,LtGoose,Palma,"Kiala, y solo si no se puede, Correos o equivalente."
946,Meuterer - En alemán. 2 partidas. Buen estado.,LtGoose,Palma,"Kiala, y solo si no se puede, Correos o equivalente."
947,Pandemic - En inglés. Procedente de cambio. Buen estado. Inserto de cartón algo magullado. Componentes en bolsas zip.,LtGoose,Palma,"Kiala, y solo si no se puede, Correos o equivalente."
948,Return of the Heroes - En inglés. Procedente de cambio. 1 partida. Componentes en bolsas zip. Adjunto reglas en español.,LtGoose,Palma,"Kiala, y solo si no se puede, Correos o equivalente."
949,"Space Alert - En inglés. Procedente de cambio. Buen estado (sin inserto, todo en bolsas zip).",LtGoose,Palma,"Kiala, y solo si no se puede, Correos o equivalente."
950,PACK: Pack BlueMoon   Blue Moon (En inglés. Buen estado. 0 partidas. Procedente de cambio) + Blue Moon: The Flit (En inglés. Buen estado. 0 partidas. Procedente de cambio) + Blue Moon: The Mimix (En inglés. Buen estado. 0 partidas. Procedente de cambio),LtGoose,Palma,"Kiala, y solo si no se puede, Correos o equivalente."
951,PACK: Pack Thurn und Taxis   Thurn und Taxis (En alemán. Usado pero completo. Cartas enfundadas. Adjunto reglas en castellano.) + Thurn und Taxis: Der Kurier der Fürstin (En alemán. 0 partidas. De la revista Spielbox.),LtGoose,Palma,"Kiala, y solo si no se puede, Correos o equivalente."
952,Nothing Personal. Inglés maquetado al castellano.,cesarmagala,Málaga,"kiala, o correos si el receptor pone la diferencia."
953,"Robinson Crusoe. Inglés (Portal Games), caja gastada, componentes buen estado. Incluye cartas promo.",cesarmagala,Málaga,"kiala, o correos si el receptor pone la diferencia."
954,Mazos del rediseño de Sentinels of Multiverse en castellano. Ver detalle en el hilo.,cesarmagala,Málaga,"kiala, o correos si el receptor pone la diferencia."
955,"Locomotive Werks - English/German second edition Publisher: Queen Games. Idioma Inglés/Alemán. El único texto del juego son las reglas. Incluyo Traducción de las reglas en español. 4 partidas, Impecable",pablo,Extremadura,kiala
956,"Monopoly: London - Es como el London pero Edición Cataluña, Calles de Barcelona. Edición 2008. Idioma Español salvo nombres de calles. 4 partidas, Impecable.",pablo,Extremadura,kiala
957,"Ticket to Ride: Europe - English edition 2011 Publisher: Days of Wonder. Idioma Inglés. Totalmente independiente del idioma. Incluyo traducción de reglas al español a todo color. 4 partidas, Impecable.",pablo,Extremadura,kiala
958,"Walnut Grove - English/German first edition Publisher: Heidelberger Spieleverlag, Lookout Games. Idioma Inglés/Alemán. Las reglas son el único texto del juego. Incluyo traducción de reglas al español. 4 partidas, Impecable.",pablo,Extremadura,kiala
959,"PACK: Pack A   Chang Cheng (TENKIGAMES German edition Publisher: HUCH! & friends, TENKIGAMES. Idioma alemán. El único texto es el de las reglas. Incluyo traducción al español. 4 partidas, Impecable.) + Comuni (TENKIGAMES English/German/French edition Publisher: ElfinWerks, HUCH! & friends, TENKIGAMES. Idioma Inglés. Es lo único de texto en el juego. No incluyo traducción de reglas. Con la traducción de google se aprende perfectamente. 4 partidas, Impecable.)",pablo,Extremadura,kiala
960,El Capitán - Procede de otra Mathtrade. Como nuevo.,bowie,Mallorca,"prefiere kiala, correos también"
961,"Football Leader - Jugado muy pocas veces, en excelente estado.",bowie,Mallorca,"prefiere kiala, correos también"
962,"Glory to Rome - Versión en inglés, muy poco uso.",bowie,Mallorca,"prefiere kiala, correos también"
963,"Prince of Chaos: Battle for Tae Orn - Sin uso, en perfecto estado.",bowie,Mallorca,"prefiere kiala, correos también"
964,Puzzle Strike - Procede de otra Mathtrade. En muy buen estado.,bowie,Mallorca,"prefiere kiala, correos también"
965,Talisman (Revised 4th Edition) - Edición de Devir y en excelente estado.,bowie,Mallorca,"prefiere kiala, correos también"
966,"Tannhäuser - Edición de Edge, incluye reglas revisadas en inglés. En perfecto estado.",bowie,Mallorca,"prefiere kiala, correos también"
967,The First World War - En excelente estado.,bowie,Mallorca,"prefiere kiala, correos también"
968,Tulipmania 1637 - Dos partidas.,bowie,Mallorca,"prefiere kiala, correos también"
969,"Dragon Age Juego de Rol - Caja rajada en una arista (nada importante, puedo mandar fotos). Incluye la pantalla y la campaña Sangre en Ferelden. Edición de Edge.",bowie,Mallorca,"prefiere kiala, correos también"
970,Acquire - En inglés (indep). Como nuevo (2 partidas). Cartas enfundadas.,mapanico,Almería,prefiere kiala  
971,Archon: Glory & Machination - En inglés/francés/alemán (indep). Como nuevo (1 partida). Incluye cartas promocionales de Essen.,mapanico,Almería,prefiere kiala  
972,Combat Commander: Europe - En inglés. Nuevo (precintado).,mapanico,Almería,prefiere kiala  
973,Go West! - En inglés (indep). Como nuevo (2 partidas).,mapanico,Almería,prefiere kiala  
974,"Juego de Tronos - En español. Primera Edición Devir. Caja y reglas algo gastadas, resto de componentes perfectos (comprado de segunda mano).",mapanico,Almería,prefiere kiala  
975,La Città - Ed. en inglés/alemán (indep). Como nuevo (2 partidas). Adjunto traducc. de reglas.,mapanico,Almería,prefiere kiala  
976,"Stratego Original - Ed. español/portugués. Nuevo (pegatinas puestas, pero nunca jugado).",mapanico,Almería,prefiere kiala  
977,Urbanization - Ed. en inglés/español/alemán/etc. Como nuevo (1 partida).,mapanico,Almería,prefiere kiala  
978,PACK: ChinoRomano Chang Cheng (En español. Nuevo (sin destroquelar).) + Sylla (En alemán (indep). Como nuevo (1 partida). Adjunto traducc. de reglas.),mapanico,Almería,prefiere kiala  
979,Toc Toc Woodman - 2011 English Second Edition. Casi nuevo. Un par de partidas. Independiente del idioma. Se añade hacha dorada. Envío solo por kiala.,Ginés López,Palma de Mallorca,kiala
980,"Napoleon's Triumph - Simmons Games. Inglés. Una esquina levemente golpeada, nada llamativo ni grave.",Francis,Albacete,Kiala o el método requerido por el receptor siempre que haya oficina en Albacete. Solo pago los primeros 5-6 € de cada envío.
981,"German Railways - Queen Games. Instrucciones en inglés, pero juego independiente. Solo desprecintado, comprobado y embolsado.",Francis,Albacete,Kiala o el método requerido por el receptor siempre que haya oficina en Albacete. Solo pago los primeros 5-6 € de cada envío.
982,PACK: Lote varios Lobo (Morapiaf. Español. Caja algo desgastada) + Premium Starter Set Game of Thrones CCG (FFG. Inglés. Precintado) + Premium Starter Set Game of Thrones CCG (FFG. Inglés. Solo desprecintado).,Francis,Albacete,Kiala o el método requerido por el receptor siempre que haya oficina en Albacete. Solo pago los primeros 5-6 € de cada envío.
983,Elasund: Die erste Stadt - En perfecto estado,Mabuse,Barcelona,kiala
984,Entdecker: Exploring New Horizons - En perfecto estado,Mabuse,Barcelona,kiala
985,Hermagor - En perfecto estado,Mabuse,Barcelona,kiala
986,Mahjong - Por estrenar,Mabuse,Barcelona,kiala
987,Mesopotamia - En perfecto estado,Mabuse,Barcelona,kiala
988,New England - En perfecto estado,Mabuse,Barcelona,kiala
989,Pandemic - En perfecto estado,Mabuse,Barcelona,kiala
990,Through the Ages: A Story of Civilization - En perfecto estado,Mabuse,Barcelona,kiala
991,World in War: Combined Arms 1939-1945 - En perfecto estado,Mabuse,Barcelona,kiala
992,PACK: De cartas Queen's Necklace (En muy buen estado) + Épica (Por estrenar),Mabuse,Barcelona,kiala
993,PACK: El Grande El Grande (En perfecto estado) + The El Grande Expansions (En perfecto estado),Mabuse,Barcelona,kiala
994,PACK: Para 2 Caesar & Cleopatra (En perfecto estado) + Odins Raben (En perfecto estado),Mabuse,Barcelona,kiala
995,"Campaign Manager 2008 - Algunas partidas. Esquinas de la caja algo desgastadas debido a almacenamiento. Por lo demás, en buen estado. Envíos sólo por Kiala.",narcis,,kiala
996,Cornish Smuggler - Sin jugar. Como nuevo. Incluye cartas erroneas corregidas. Envíos sólo por Kiala.,narcis,,kiala
997,Era of Inventions - Nunca jugado. En perfecto estado. Envíos sólo por Kiala.,narcis,,kiala
998,Historia - 1 partida. Perfecto estado. Cartas enfundadas. Envíos sólo por Kiala.,narcis,,kiala
999,Horse Fever - 1 partida. Perfecto estado. Envíos sólo por Kiala.,narcis,,kiala
1000,Ideology: The War of Ideas - Una partida. Como nuevo. Envíos sólo por Kiala.,narcis,,kiala
1001,Opera - Nunca jugado. Perfecto estado. Envíos sólo por Kiala.,narcis,,kiala
1002,"Panzer General: Russian Assault - No lo he jugado nunca. No obstante, viene de otra mathtrade. Buen estado. Envíos sólo por Kiala.",narcis,,kiala
1003,Sid Meier's Civilization: The Board Game - Un par de partidas. Como nuevo. Envíos sólo por Kiala.,narcis,,kiala
1004,Skyline 3000 - Una partida. Como nuevo. Envíos sólo por Kiala.,narcis,,kiala
1005,Urban Sprawl - 3 partidas. Perfecto estado. Cartas enfundadas. Envíos sólo por Kiala.,narcis,,kiala
1006,PACK: Pack TI3. Todo en caja del básico Twilight Imperium (Third Edition) (1 partida. Caja sin inserto interior. Perfecto estado. Envíos sólo por Kiala.) + Twilight Imperium (Third Edition): Shattered Empire (1 partida. Perfecto estado. Todo en la caja del TI3 básico. Envíos sólo por Kiala.),narcis,,kiala
1007,"PACK: Pack1 Adios Amigos (1 partida. En perfecto estado. Envíos sólo por Kiala.) + Back to the Future: The Card Game (Nunca jugado. SIN CAJA original; lo envío dentro de bolsa ZIP. Aparte de eso, está en perfecto estado. Envíos sólo por Kiala.) + Like: The Social Game (Nunca jugado. Perfecto estado. Envíos sólo por Kiala.) +Zombies!!! 4: The End... (Solo destroquelado. Perfecto estado. Envíos sólo por Kiala.)",narcis,,kiala
1008,"CITY TYCOON (Inglés, independiente del idioma, incluyo instrucciones en castellano) Nuevo, desprecintado pero sin destroquelar.",johnnyoxi,Alcalá de Henares / Guadalajara,kiala
1009,"Ampliación: Quarriors! Rise of the Demons (Inglés) Nuevo, desprecintado pero nunca jugado.",johnnyoxi,Alcalá de Henares / Guadalajara,kiala
1010,"Ampliación: Thurn and Taxis: All Roads Lead to Rome (Alemán, independiente del idioma) Nuevo, desprecintado pero nunca jugado.",johnnyoxi,Alcalá de Henares / Guadalajara,kiala
1011,MAREA DE ACERO:Nuevo sin desprecintar. Edicion Española,Angeru,Algeciras,
1012,"BANG: LA BALA: EDICION ESPAÑOLA, NUEVO SIN DESPRECINTAR",Angeru,Algeciras,
1013,"EL CAPITAN: conseguido en la mathtrade anterior, sin usar por mi.",Angeru,Algeciras,
1014,"CIVILIZATION: EDICION ESPAÑOLA, NUEVO SIN DESPRECINTAR",Angeru,Algeciras,
1015,"CARCASSONNE: EDICION ESPAÑOLA, NUEVO SIN DESPRECINTAR",Angeru,Algeciras,
1016,"CIUDADELAS: Edicion Españóla, nuevo sin desprecintar",Angeru,Algeciras,
1017,"STRING RAILWAYS: EDICION ESPAÑOLA, NUEVO SIN DESPRECINTAR",Angeru,Algeciras,
1018,"BANG: EDICION ESPAÑOLA, NUEVO SIN DESPRECINTAR",Angeru,Algeciras,
1019,"PACK PARTY GAMES: DIAVOLO Y PERUDO EDICION ESPAÑOLA, NUEVO SIN DESPRECINTAR",Angeru,Algeciras,
1020,"1000 cartas Magic - al menos 100 infrecuentes, 10 raras y 1 rara mítica, ideal para cubo o casual",PGrande,,
1021,"Warhammer: Invasion, Core Set - Edge, español, buen estado",PGrande,,
1022,"Cosmic Encounter - Avalon Hill, inglés, un poco desgastado",PGrande,,
1023,"Onirim - Lata en alemán, aunque no depende del idioma. Jugado varias veces, cartas un poco desgastadas.",PGrande,,
1024,Die Macher - Buen estado,jogarmon,,
1025,"King of Tokyo - Cero partidas, sólo abierto para ver los componentes",jogarmon,,
1026,"PACK: FILLERS Geharrewar in de Sushi-bar (Edición 999 games en holandés. Como nuevo, un par de partidas) + ¡Pingüinos! (Edición Edge en español. Como nuevo, un par de partidas)",jogarmon,,
1027,Arkham Horror - Edge Español. Cartas enfundadas. Muy pocas partidas.,Gonzzy,Las Palmas,Solo correos
1028,Starcraft: The Board Game - FFG Ingles. Cartas enfundadas. Casi sin uso.,Gonzzy,Las Palmas,Solo correos
1029,Pack Alta Tensión - Edge Español. Buen estado. Basico + 3 expansiones + 2 promos.,Gonzzy,Las Palmas,Solo correos
1030,- Conquest of the empire: Edición española. Precintado,IñigoMontoya,Madrid,
1031,- Conquest of the fallen lands:De Assa Games. Precintado,IñigoMontoya,Madrid,
1032,"-Cuba: Edición de The game master(dutch edition). Instrucciones algo arrugadas y con párrafos subrayados (de todas formas, están en holandés)",IñigoMontoya,Madrid,
1033,- Die Handler: De Queen Games. Muy buen estado salvo por un leve toque en una arista de la tapa,IñigoMontoya,Madrid,
1034,- Dungeon twister Expansion Fire and Water: Precintado,IñigoMontoya,Madrid,
1035,"- Java: De Ravensburger.Multiidioma (no incluye español). Buen estado, excepto por una esquina de la tapa abierta",IñigoMontoya,Madrid,
1036,- Jerusalem: De Red Glove. En inglés.Precintado,IñigoMontoya,Madrid,
1037,- Neuland: De Eggertspiele (2000).Precintado.En alemán (independiente del idioma,IñigoMontoya,Madrid,
1038,- New England: De Ubberplay.Precintado,IñigoMontoya,Madrid,
1039,"- Power struggle: De Eggertspieke. En inglés. Abierto, en muy buen estado",IñigoMontoya,Madrid,
1040,- Quest for the dragonlords: 2ª edición. Muy buen estado,IñigoMontoya,Madrid,
1041,- Rise of empires: De Phalanx Games.En inglés. Perfecto estado,IñigoMontoya,Madrid,
1042,"- Space hulk: 1º edición, en alemán. Muy buen estado, salvo por un marine con la antena rota",IñigoMontoya,Madrid,
1043,- Tinners trail: De Phalanx Games. En inglés. Muy buen estado,IñigoMontoya,Madrid,
1044,- Vanuatu: De Huch and friends.Precintado,IñigoMontoya,Madrid,
1045,"- Pack Assyria: De Ystari Games. Precintado + Mare Nostrum Expansión Mythologique: De Descartes, en francés.Precintado",IñigoMontoya,Madrid,
1046,- PACK C'est moi le patron (Yo soy el jefe):De Edge/Face2face. En francés.Precintado+Die Dolmengotter: De Eggerspiele.Precintado,IñigoMontoya,Madrid,
1047,"- Pack Catán Seefahrer Erweiterung: De Kosmos. Muy buen estado, salvo que le falta un barco naranja + Catan Städte & Ritter: De Kosmos. Muy buen estado, salvo que falta 1 token de mejora de ciudad azul de valor 1 (Rathaus). Instrucciones con subrayado",IñigoMontoya,Madrid,
1048,- Pack  Combat Commander Europe: De GMT. Con cartas sin desprecintar + Lock n Load:Expansión Noville – Bastogne Outpost: Precintado,IñigoMontoya,Madrid,
1049,"- Pack Down in flames: Corsairs and Hellcats + Zero: De GMT.En inglés. Cajas con cierto desgaste del uso, pero en buen estado en general.Zero con las cartas enfundadas",IñigoMontoya,Madrid,
1050,- PACK Entdecker:De Goldsieber(1996).Muy buen estado + Gloria Roma: De Homoludicus. Muy buen estado,IñigoMontoya,Madrid,
1051,"Borodino '41 - SIN DESTROQUELAR,COMO NUEVO, SOLO ABIERTO - INGLES -",argeleb,Valladolid,"KIALA PREFERENTEMENTE, si se pide otra modalidad se abonará la diferencia por el solicitante"
1052,"Lobo - USADO, PERO COMO NUEVO - ESPAÑOL -",argeleb,Valladolid,"KIALA PREFERENTEMENTE, si se pide otra modalidad se abonará la diferencia por el solicitante"
1053,"Risk: El Señor de los Anillos - JUGADO, EN BUEN ESTADO, ESPAÑOL",argeleb,Valladolid,"KIALA PREFERENTEMENTE, si se pide otra modalidad se abonará la diferencia por el solicitante"
1054,"Rommel y Montgomery - USADO, LE FALTAN FICHAS, IDEAL PARA COMPLETAR -ESPAÑOL-",argeleb,Valladolid,"KIALA PREFERENTEMENTE, si se pide otra modalidad se abonará la diferencia por el solicitante"
1055,"Santiago de Cuba - USADO, PERO COMO NUEVO. EN ESPAÑOL.",argeleb,Valladolid,"KIALA PREFERENTEMENTE, si se pide otra modalidad se abonará la diferencia por el solicitante"
1056,"Sword of Rome - DESTROQUELADO, LE FALTA UNA CARTA FACILMENTE SUSTITUIBLE, POR LO DEMAS BIEN",argeleb,Valladolid,"KIALA PREFERENTEMENTE, si se pide otra modalidad se abonará la diferencia por el solicitante"
